# Description of the experiment:
#
# - We generate the costs to up to 2.000 tasks for 20 to 80 resources
#   with steps of 10.
# - All costs follow linear functions (i.e., constant marginal costs)
#   with RNG seeds [0..79].
# - We schedule 2.000 tasks.
# - We run (MC)^2MKP, MarIn, MarCo, MarDec, MarDecUn, and FedAvg.
# - All resources have a lower limit of 1.
# - The first half of the resources have no upper limit.
# - The second half has an upper limit of 2*(tasks/resources).
# - Each sample is composed of 5 executions of the schedulers.
# - We get 20 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
#   randomly defined. We set an initial RNG seed = 1000 and increase
#   it every time we need a new order.
Scheduler,Tasks,Resources,Time
FedAvg,2000,80,1.3704999219044112e-05
MarIn,2000,80,0.022041913000066415
MarDecUn,2000,80,0.0004249100002198247
(MC)2MKP,2000,80,286.5382300209985
MarCo,2000,80,0.000499311998282792
(MC)2MKP,2000,80,287.92479421499957
MarCo,2000,80,0.0005097360008221585
FedAvg,2000,80,1.5720999726909213e-05
MarDec,2000,80,12.157853549999345
MarDecUn,2000,80,0.0004139680004300317
MarIn,2000,80,0.022978789000262623
MarDecUn,2000,80,0.00042651300100260414
FedAvg,2000,80,1.2333999620750546e-05
MarCo,2000,80,0.00044620100015890785
MarDec,2000,80,12.12773102599931
(MC)2MKP,2000,80,285.8929153270001
MarIn,2000,80,0.02262809700005164
(MC)2MKP,2000,80,285.8613463769998
FedAvg,2000,80,1.5689000065322034e-05
MarDecUn,2000,80,0.00047137200090219267
MarIn,2000,80,0.022781887999371975
MarDec,2000,80,12.152703697998732
MarCo,2000,80,0.00044389300092007034
MarCo,2000,80,0.0004463259992917301
(MC)2MKP,2000,80,287.759777932999
MarDecUn,2000,80,0.00046069000018178485
FedAvg,2000,80,1.6072999642346986e-05
MarIn,2000,80,0.02224903699971037
MarDec,2000,80,12.158478199999081
(MC)2MKP,2000,80,287.42971926300015
MarDecUn,2000,80,0.00047682399963377975
MarCo,2000,80,0.00044353299927024636
MarDec,2000,80,12.14163630999974
MarIn,2000,80,0.02233894200071518
FedAvg,2000,80,1.4533001376548782e-05
MarCo,2000,80,0.0004362149993539788
FedAvg,2000,80,1.1950000043725595e-05
MarIn,2000,80,0.022570520000954275
MarDec,2000,80,12.182939506999901
(MC)2MKP,2000,80,285.41969082000105
